,contrast,name,logFC,pval
51,Epithelium_and_Vascular,SFRP1,-5.466012477874756,2.2580338970209507e-05
52,Epithelium_and_Vascular,CD68,5.1522955894470215,2.2583919245065196e-05
53,Epithelium_and_Vascular,BEX5,-3.1388437747955322,2.2991952200430982e-05
54,Epithelium_and_Vascular,ANO10,-1.4412744045257568,2.5110137215882687e-05
55,Immune,PCK1,-6.214219093322754,2.5669451300791233e-05
56,Immune,GZMB,-2.0545523166656494,2.5833741436977333e-05
57,Epithelium_and_Vascular,FABP6,6.686698913574219,2.585450322812152e-05
58,Epithelium_and_Vascular,NUPR1,2.6149983406066895,2.6148076966974946e-05
59,Epithelium_and_Vascular,HPD,-5.314721584320068,2.802178168033003e-05
60,Immune,IGFBP3,3.286149501800537,2.810558940668918e-05
62,Immune,NNMT,6.601513385772705,2.910689808131291e-05
63,Immune,CUBN,-1.9516457319259644,3.0259682283020547e-05
64,Epithelium_and_Vascular,TYMS,3.786882162094116,3.056715842571044e-05
65,Epithelium_and_Vascular,ID1,-3.8575918674468994,3.113308744523619e-05
66,Epithelium_and_Vascular,ZNF667-AS1,-2.611644983291626,3.380523891060972e-05
67,Immune,FABP1,-9.062657356262207,3.528909212661705e-05
68,Epithelium_and_Vascular,TMEM176B,2.4632418155670166,3.6262680929054894e-05
69,Immune,GATM,-3.6332931518554688,3.7539022802099795e-05
70,Epithelium_and_Vascular,TRIM2,-2.570734739303589,3.905771167073732e-05
71,Epithelium_and_Vascular,PTGDS,-4.100433349609375,4.1030360550993004e-05
72,Immune,PAH,-7.133090496063232,4.4877704928927125e-05
73,Immune,IFI44L,2.2263076305389404,4.524607947225157e-05
74,Epithelium_and_Vascular,CA4,-3.709738254547119,4.607031104213261e-05
75,Epithelium_and_Vascular,TIMP1,1.8465319871902466,4.706042742217779e-05
76,Epithelium_and_Vascular,TMEM176A,2.6333818435668945,4.788471808317476e-05
77,Epithelium_and_Vascular,ANGPTL4,5.864516735076904,4.891994712265621e-05
78,Epithelium_and_Vascular,PDK1,2.9233195781707764,5.16363612823729e-05
79,Epithelium_and_Vascular,GLYR1,-1.7738629579544067,5.352123033831329e-05
80,Immune,EIF4EBP1,1.4112813472747803,5.652666130529721e-05
81,Epithelium_and_Vascular,IRS1,-3.9796736240386963,5.7999233716952304e-05
82,Immune,BHMT,-3.249545097351074,5.8343162261963265e-05
83,Epithelium_and_Vascular,ODF3B,2.2853753566741943,5.871094148055493e-05
84,Epithelium_and_Vascular,GGT1,3.1125235557556152,5.88257998815691e-05
85,Epithelium_and_Vascular,MIR210HG,4.206297397613525,6.107211572481088e-05
86,Immune,GSTA1,-3.9109458923339844,6.66873721511915e-05
87,Epithelium_and_Vascular,FABP1,-5.826076507568359,6.718951680613366e-05
88,Epithelium_and_Vascular,HILPDA,4.695491313934326,6.912189103443312e-05
89,Epithelium_and_Vascular,PAH,-3.8829495906829834,6.938964293218921e-05
91,Epithelium_and_Vascular,APOC1,5.316105842590332,7.03832303423028e-05
92,Epithelium_and_Vascular,PCDH9,-4.470294952392578,7.467955554065698e-05
93,Immune,ABCA1,2.952605962753296,7.783883705860302e-05
94,Epithelium_and_Vascular,ACSF2,-2.856262683868408,7.806423079286987e-05
97,Epithelium_and_Vascular,CXCR4,2.51005220413208,8.974281936810237e-05
98,Epithelium_and_Vascular,AUH,-1.9939305782318115,9.043767160918821e-05
99,Immune,OGDHL,-5.761113166809082,9.118653327171157e-05
100,Epithelium_and_Vascular,ISOC1,-2.241957187652588,9.184253826792111e-05
101,Epithelium_and_Vascular,EHD3,-6.4124627113342285,9.483996207060487e-05
102,Immune,HPD,-9.124847412109375,9.615547013266613e-05
103,Epithelium_and_Vascular,TNFAIP6,4.061166763305664,9.705507885381832e-05
104,Immune,NUSAP1,2.9568886756896973,9.714566695751e-05
105,Immune,VCAM1,5.234560489654541,9.904863277090409e-05
106,Epithelium_and_Vascular,CKB,-2.6402761936187744,0.00010894854570147888
107,Epithelium_and_Vascular,CDC42EP4,-2.608358144760132,0.00011119354547160584
108,Epithelium_and_Vascular,RAPGEF3,-2.2962393760681152,0.00011165909593601142
109,Epithelium_and_Vascular,SLC7A8,-6.152846813201904,0.00011962481033352509
110,Epithelium_and_Vascular,GAL3ST1,4.135749816894531,0.00012027240556877873
111,Immune,ACTA2,2.4711499214172363,0.00012424959759891384
112,Immune,ENO2,2.2781481742858887,0.00013242520081400126
113,Epithelium_and_Vascular,TMEM213,-6.136311054229736,0.0001339114129370558
114,Epithelium_and_Vascular,SLC28A1,6.120833396911621,0.00013458179726340733
115,Immune,PRODH2,-5.717716693878174,0.00013590694920934126
116,Epithelium_and_Vascular,OXCT1,-3.3105103969573975,0.0001368346483574794
117,Epithelium_and_Vascular,ACADSB,-2.219125747680664,0.00014198784896303314
119,Epithelium_and_Vascular,MAP3K7CL,4.031742572784424,0.00014828614794792878
120,Epithelium_and_Vascular,KLF4,-2.423482656478882,0.0001484679696325426
121,Epithelium_and_Vascular,CD9,-1.712623119354248,0.00015262638338380495
122,Epithelium_and_Vascular,IVD,-1.3041832447052002,0.0001544505049584158
124,Immune,SGK494,2.054011344909668,0.00015954106889264668
125,Epithelium_and_Vascular,STC1,3.9732658863067627,0.00015959687816732986
126,Epithelium_and_Vascular,FKBP10,1.831001877784729,0.0001613960053506956
127,Epithelium_and_Vascular,CLCNKA,-4.558406829833984,0.00017011937056720769
128,Immune,CXCR2,-2.416053533554077,0.00017518412833088536
129,Epithelium_and_Vascular,DGCR5,4.192624092102051,0.0001766896619100031
130,Epithelium_and_Vascular,SLC22A18,2.6398770809173584,0.00017785862900388796
131,Epithelium_and_Vascular,PFKM,-1.497542142868042,0.00018139517873067714
133,Epithelium_and_Vascular,SLC16A3,2.8900604248046875,0.000187479870337554
134,Immune,PRAP1,-3.340325117111206,0.00018887430664739276
135,Epithelium_and_Vascular,GSTO2,-2.3542892932891846,0.00019049066440336544
136,Epithelium_and_Vascular,CDK18,3.646160125732422,0.0001977591277471944
137,Epithelium_and_Vascular,DHRS4-AS1,-2.0753681659698486,0.00020195899410877343
138,Immune,TNFRSF18,1.3440037965774536,0.00020616887579103725
139,Epithelium_and_Vascular,THAP4,-2.312924861907959,0.0002063889056044534
140,Epithelium_and_Vascular,MPC1,-2.401695966720581,0.0002065315054191947
141,Epithelium_and_Vascular,AKAP12,-2.133561849594116,0.00020952403727405626
142,Immune,BBOX1,-3.7639503479003906,0.00021248506601670593
143,Immune,STC1,3.7809009552001953,0.00021443542939957833
144,Immune,ADI1,-1.1050386428833008,0.00021587198092524969
145,Epithelium_and_Vascular,ETS2,-2.6015725135803223,0.00022017311055190551
146,Immune,PRDX4,0.7374756932258606,0.00022635913407268409
147,Immune,MIOX,-4.91168737411499,0.00022882126699936054
148,Epithelium_and_Vascular,ACOX1,-1.9930137395858765,0.00023515337630033398
149,Epithelium_and_Vascular,MYEOV,7.939103603363037,0.00023568687186771242
150,Epithelium_and_Vascular,CTHRC1,3.483321189880371,0.00024103696601998474
151,Epithelium_and_Vascular,FBP1,-1.994422435760498,0.00024182598410531933
152,Epithelium_and_Vascular,BHLHE41,2.6895787715911865,0.0002476928427108635
153,Epithelium_and_Vascular,SMAD9,-2.3842878341674805,0.00024808122147945987
154,Immune,NMB,1.6383217573165894,0.00025436462279064076
155,Epithelium_and_Vascular,BNIP3,1.9231079816818237,0.0002779882348689672
156,Epithelium_and_Vascular,BAIAP2,-2.3320882320404053,0.0002782900331375747
158,Epithelium_and_Vascular,LINC00551,-9.03216552734375,0.00028197373242036777
159,Epithelium_and_Vascular,TRIB3,4.278807640075684,0.0002847432516167479
160,Immune,GNLY,-2.1072468757629395,0.00029127149282910013
162,Immune,FGFBP2,-2.4456284046173096,0.00029490205291845335
163,Epithelium_and_Vascular,AP5M1,-1.7107118368148804,0.00030116771619432246
164,Epithelium_and_Vascular,UCHL1,-4.374738693237305,0.0003031243756383068
165,Epithelium_and_Vascular,CDH6,3.311061143875122,0.0003071454946960343
166,Epithelium_and_Vascular,NOL3,2.8126513957977295,0.00031191290815293156
167,Epithelium_and_Vascular,VKORC1,1.1724166870117188,0.00031417842448584987
168,Epithelium_and_Vascular,RARRES2,2.627423048019409,0.00032074874450899676
169,Epithelium_and_Vascular,IL13RA2,-6.35681676864624,0.0003280919084956418
170,Immune,UAP1,-1.2183969020843506,0.0003353485623944337
171,Immune,SCD,3.2358338832855225,0.0003355685400134765
172,Epithelium_and_Vascular,ARSE,2.426823139190674,0.0003411858157037323
174,Immune,NAT8,-3.144618272781372,0.0003588886759278355
175,Immune,RTKN2,1.9355645179748535,0.0003592776174181195
176,Epithelium_and_Vascular,IGFBP3,4.331573009490967,0.00036528378692404025
177,Epithelium_and_Vascular,PCSK1N,-2.561342239379883,0.00036640466503346116
178,Epithelium_and_Vascular,PCCB,-2.220212697982788,0.00036832379657972806
179,Immune,ALDH1L1,-4.016221523284912,0.00037015864758748254
180,Epithelium_and_Vascular,SDC2,1.7482144832611084,0.0003702714612791947
181,Epithelium_and_Vascular,SOCS2,-2.2992970943450928,0.0003731024535686534
182,Epithelium_and_Vascular,ALDH6A1,-2.236757516860962,0.00037814993325712294
183,Epithelium_and_Vascular,TPD52L1,-2.069042444229126,0.0003921854698543111
184,Epithelium_and_Vascular,FUT1,-3.6034200191497803,0.0003923607631036286
185,Epithelium_and_Vascular,CTXN3,-6.792656421661377,0.000395995617006206
186,Epithelium_and_Vascular,SUCLG2,-1.8002846240997314,0.0003967910823901513
187,Epithelium_and_Vascular,CALD1,1.4286547899246216,0.0004018622541027595
188,Immune,EHD2,4.837785243988037,0.00040715846403981923
189,Immune,MZB1,1.9931544065475464,0.0004081095869386867
190,Epithelium_and_Vascular,CNN3,-1.004655361175537,0.0004128104524350356
191,Immune,DPYS,-4.307130813598633,0.00042639886179377814
192,Immune,GPX3,-3.923978805541992,0.0004316006346693583
193,Epithelium_and_Vascular,TUBB2A,-2.443325996398926,0.0004403222084684187
194,Immune,CXCL14,-2.3596842288970947,0.00044377529151462384
195,Immune,FN1,4.3958420753479,0.00044473494448313137
196,Epithelium_and_Vascular,LINC00887,2.8992040157318115,0.0004484974620537707
197,Immune,LAMC1,3.4022350311279297,0.00044982253962393354
198,Epithelium_and_Vascular,PPP1R3C,3.584186315536499,0.00046282435326702753
199,Immune,MME,-2.6108579635620117,0.00046316975467012157
200,Epithelium_and_Vascular,CLCN5,-1.7422906160354614,0.0004698955453180932
201,Immune,GLYAT,-4.678041458129883,0.0004732127365153119
202,Epithelium_and_Vascular,CA9,4.414993762969971,0.0004772332172913704
203,Epithelium_and_Vascular,PEPD,-1.8512160778045654,0.0004810725344337465
204,Epithelium_and_Vascular,COBLL1,-1.6638649702072144,0.0004979075755422327
205,Epithelium_and_Vascular,SUCLG1,-1.7954022884368896,0.0005027489621996058
206,Immune,C1orf186,2.2034053802490234,0.0005053694559137204
207,Immune,APOM,-2.260432720184326,0.0005104421175951431
208,Epithelium_and_Vascular,NGFRAP1,-1.340327262878418,0.0005122585219593275
209,Immune,SPATS2L,1.6056445837020874,0.0005124514171358216
210,Immune,SPARC,2.9024600982666016,0.0005145182507547593
211,Immune,TNFRSF4,2.0128467082977295,0.0005185888917607884
213,Epithelium_and_Vascular,WBP5,-0.9138022661209106,0.0005291384266123159
214,Immune,PIPOX,-2.826486825942993,0.0005360184659207441
215,Immune,OAT,-0.830583930015564,0.0005407537569266529
216,Epithelium_and_Vascular,CAT,-1.4695323705673218,0.0005416842230899229
217,Epithelium_and_Vascular,MS4A6A,3.693834066390991,0.0005450702686152776
218,Epithelium_and_Vascular,HIST1H1C,1.4960330724716187,0.0005523805780516785
219,Epithelium_and_Vascular,ATP1A1,-1.7812628746032715,0.0005532131991698214
220,Immune,DDC,-5.115649700164795,0.0005552666965729755
221,Epithelium_and_Vascular,ZNF503,-2.0779128074645996,0.0005636631182098771
222,Immune,PEPD,-0.9515013098716736,0.0005670180215516939
223,Epithelium_and_Vascular,NIPSNAP3A,-1.830578327178955,0.0005808275359744381
225,Epithelium_and_Vascular,EIF4EBP1,2.4402246475219727,0.0005899289736193993
226,Epithelium_and_Vascular,UBAC1,-1.540723443031311,0.0005937115172152957
227,Epithelium_and_Vascular,FAM110D,-2.664064407348633,0.0006008836117297827
228,Epithelium_and_Vascular,AK1,-1.5282104015350342,0.000607122937802205
229,Immune,GZMH,-1.1540837287902832,0.0006149548083625672
230,Epithelium_and_Vascular,APOL2,1.5039371252059937,0.0006230155866965445
231,Epithelium_and_Vascular,SLC22A12,-5.057323455810547,0.0006261945137970425
232,Epithelium_and_Vascular,HAO2,-2.496382713317871,0.0006273967062833207
233,Immune,HADH,-1.0623167753219604,0.0006423775276100916
234,Immune,RARRES2,2.434157371520996,0.0006684040511707742
235,Immune,MT1G,-3.862701177597046,0.0006709563946306656
236,Epithelium_and_Vascular,SMIM4,-1.650848627090454,0.0006721764544972326
237,Epithelium_and_Vascular,PTGER3,-3.586921453475952,0.0006834276671440397
238,Epithelium_and_Vascular,HIBCH,-1.4472147226333618,0.0007032927763062262
240,Epithelium_and_Vascular,SIRPA,3.175686836242676,0.0007108011057976007
241,Immune,PBLD,-2.4808402061462402,0.0007154250081443073
242,Immune,SLC16A9,-5.374614715576172,0.0007167128314369163
244,Epithelium_and_Vascular,HOXB-AS3,-4.9330153465271,0.000725240601213989
245,Epithelium_and_Vascular,MPI,1.6590673923492432,0.0007301638595524428
246,Immune,HILPDA,2.6850318908691406,0.0007322092802424188
247,Epithelium_and_Vascular,SERPINE1,1.6192643642425537,0.000744486056990705
248,Epithelium_and_Vascular,PRODH2,-2.8842339515686035,0.0007528961356066476
250,Epithelium_and_Vascular,GPC6,2.8544249534606934,0.0007654545201538578
251,Epithelium_and_Vascular,MCCD1,-5.177874565124512,0.000817779047288106
252,Epithelium_and_Vascular,LRRC58,-1.4635008573532104,0.0008320790037335726
253,Epithelium_and_Vascular,HLA-DOA,-1.6952059268951416,0.0008366522523205116
254,Epithelium_and_Vascular,MIOX,-3.04359769821167,0.0008514075607881753
255,Epithelium_and_Vascular,CLCNKB,-4.44394063949585,0.0008612564663436925
256,Epithelium_and_Vascular,ACAA1,-1.3353996276855469,0.0008630414962611354
257,Epithelium_and_Vascular,GNG7,-1.8608503341674805,0.0008633031385116516
258,Epithelium_and_Vascular,SLC25A4,-1.808205246925354,0.0008745080072971793
259,Epithelium_and_Vascular,TLR4,-2.0588958263397217,0.0008748157148301379
260,Epithelium_and_Vascular,TPM1,1.703691840171814,0.0008982203645655858
261,Epithelium_and_Vascular,OGDHL,-4.413390159606934,0.0009133055606792064
262,Epithelium_and_Vascular,MXRA7,1.4421428442001343,0.000918946599085325
264,Immune,AK4,-1.943459153175354,0.0009324940465276282
266,Epithelium_and_Vascular,MIR99AHG,-1.6140843629837036,0.0009351162719079899
267,Epithelium_and_Vascular,SPAG4,3.9857757091522217,0.0009395375226817537
268,Epithelium_and_Vascular,LRRC16A,-1.5725791454315186,0.000947592278668056
269,Epithelium_and_Vascular,NDRG2,-1.9381418228149414,0.0009595194651594845
270,Immune,GGACT,-1.5596718788146973,0.0009770771124110334
271,Immune,ICA1,2.709836483001709,0.0009798924800112146
272,Immune,SLC13A3,-5.302250862121582,0.000986902916069862
273,Epithelium_and_Vascular,C1QA,3.379969596862793,0.001003142826505077
274,Epithelium_and_Vascular,SOSTDC1,-4.5482916831970215,0.0010100926524719825
275,Epithelium_and_Vascular,ACADM,-1.8054590225219727,0.0010119445541097504
276,Epithelium_and_Vascular,IGF2BP2,-4.258667469024658,0.001019592166699052
277,Epithelium_and_Vascular,HSPA2,-2.7777833938598633,0.0010226043026469222
278,Epithelium_and_Vascular,GMDS,-1.6081053018569946,0.0010248823983513972
279,Epithelium_and_Vascular,CCDC51,-1.8414000272750854,0.001033743538214508
280,Immune,FMO1,-3.8711163997650146,0.0010445135329029392
281,Epithelium_and_Vascular,INSIG2,1.8314931392669678,0.0010724997667305336
282,Epithelium_and_Vascular,ANG,1.9506962299346924,0.0010914261606265847
283,Epithelium_and_Vascular,MIER2,-1.9371585845947266,0.0011212269694144351
284,Immune,RRAS2,-1.553431749343872,0.0011344255222782865
285,Epithelium_and_Vascular,RGS5,4.403432846069336,0.00113916615874855
286,Immune,THRA,-1.2319929599761963,0.0011412950056471788
288,Epithelium_and_Vascular,MGST1,2.478895425796509,0.0011610650253866634
289,Immune,FTCD,-6.305344104766846,0.001179348973214025
290,Epithelium_and_Vascular,PGF,4.750584125518799,0.0011804305961573734
292,Epithelium_and_Vascular,ACSM5,4.145964622497559,0.0011883728346374735
293,Epithelium_and_Vascular,ABCA1,3.215153932571411,0.001192450582167754
294,Epithelium_and_Vascular,MAL,-2.7564823627471924,0.0012021636624865596
295,Immune,MT3,3.8447329998016357,0.0012059155671142478
296,Immune,IFI6,0.829719066619873,0.0012234777367192717
297,Epithelium_and_Vascular,TSPAN8,-7.110518932342529,0.0012398464978924408
298,Epithelium_and_Vascular,ALOX5AP,3.3847758769989014,0.0012504224514380696
300,Epithelium_and_Vascular,C2orf88,-2.291121006011963,0.0013028315538443098
301,Immune,PRKCDBP,2.367379903793335,0.001319634506431143
302,Epithelium_and_Vascular,TGFBR2,-2.804119348526001,0.001323445140020965
303,Epithelium_and_Vascular,SNX21,-1.4545105695724487,0.0013359517972944886
305,Epithelium_and_Vascular,SLC37A4,1.7803800106048584,0.0013608538831368065
306,Immune,PDZK1,-2.6128790378570557,0.0013633929688846697
307,Epithelium_and_Vascular,C19orf33,2.9881227016448975,0.0013713059824296014
308,Epithelium_and_Vascular,DUSP15,-4.863481044769287,0.001388307737348757
309,Epithelium_and_Vascular,LINC00982,-7.429872512817383,0.0013894570913970557
310,Epithelium_and_Vascular,SOD2,2.1385364532470703,0.0014048318262275604
311,Immune,STRADB,-1.257865309715271,0.0014116850237718974
313,Immune,TGFBI,1.601751446723938,0.001466542388105052
314,Epithelium_and_Vascular,TMSB15A,-4.835946083068848,0.0014678187922482506
315,Immune,TGM2,2.6660919189453125,0.0014714201942925636
316,Epithelium_and_Vascular,C16orf89,-5.76401948928833,0.0014755373301694734
317,Epithelium_and_Vascular,CYSTM1,-1.3348603248596191,0.0014836196888736708
318,Epithelium_and_Vascular,TSPAN7,-2.6487817764282227,0.001485545381382662
319,Epithelium_and_Vascular,RNF152,-1.7967195510864258,0.0014873471455029803
320,Immune,TPM1,0.9830082058906555,0.0014941358227947912
321,Epithelium_and_Vascular,TGFBI,4.766036033630371,0.00150070268222223
322,Epithelium_and_Vascular,UBALD1,-1.4242265224456787,0.0015192565593339276
323,Epithelium_and_Vascular,CCDC102B,1.6864150762557983,0.0015263091573447713
324,Epithelium_and_Vascular,PANK1,-3.2993032932281494,0.0015374358664731354
325,Epithelium_and_Vascular,LYZ,2.842763900756836,0.001541397090662031
326,Epithelium_and_Vascular,C1QC,3.5198354721069336,0.0015431455339551213
327,Epithelium_and_Vascular,CMTM8,-2.400057792663574,0.001552183620913896
328,Immune,GSTA2,-3.294267177581787,0.0015631297590933452
329,Epithelium_and_Vascular,RANBP3L,-7.259599685668945,0.0015759867414254464
330,Immune,SUCLG1,-1.0887452363967896,0.0015761957042646588
331,Epithelium_and_Vascular,MIR4435-2HG,3.016327381134033,0.001609822370722486
332,Epithelium_and_Vascular,APIP,-1.5465972423553467,0.0016182661519388456
333,Epithelium_and_Vascular,NOSTRIN,-2.409794330596924,0.0016212083459155124
334,Immune,TMEM88,-1.7288132905960083,0.001625327003623005
335,Epithelium_and_Vascular,EHD2,1.8595625162124634,0.0016406623521854154
336,Immune,C2,2.84883713722229,0.0016416330544638676
337,Epithelium_and_Vascular,INMT,-2.8251943588256836,0.0016427450164590628
338,Epithelium_and_Vascular,PTH1R,-2.971710443496704,0.0016441404518506878
339,Epithelium_and_Vascular,IDH1,-1.2788665294647217,0.0016566265449809118
340,Immune,GADD45B,-0.6145806908607483,0.001658717250571278
341,Epithelium_and_Vascular,CETN3,-0.7819675207138062,0.0016613147568518205
342,Epithelium_and_Vascular,DPEP1,-3.8525192737579346,0.0016677429067802553
343,Epithelium_and_Vascular,PLAU,-1.885684847831726,0.001671418170548927
344,Epithelium_and_Vascular,C1QB,3.5400893688201904,0.0016780557511591934
345,Epithelium_and_Vascular,AFP,-5.6001667976379395,0.0016790336659014036
346,Epithelium_and_Vascular,ADSSL1,3.1946592330932617,0.0016881862510291863
347,Epithelium_and_Vascular,CGNL1,-2.0170652866363525,0.0016884450135784463
348,Epithelium_and_Vascular,DUSP9,-7.227452278137207,0.0016936724037300867
349,Immune,ANK2,-3.74886155128479,0.0017041937090520915
350,Immune,DPEP1,-6.813887596130371,0.0017194196833088652
351,Immune,FABP5,1.7402571439743042,0.0017230161975317594
352,Epithelium_and_Vascular,C3,5.244997978210449,0.0017231524526261424
353,Epithelium_and_Vascular,OAT,-1.1949126720428467,0.001756363230632151
354,Epithelium_and_Vascular,CP,4.034912109375,0.0017901155691760838
355,Immune,SMIM24,-2.670658826828003,0.0018150228653015996
357,Epithelium_and_Vascular,RP4-655J12.4,-5.620691776275635,0.0018431622650548563
358,Immune,PTRF,2.300245761871338,0.0018628426314595229
359,Epithelium_and_Vascular,GPIHBP1,-2.0260143280029297,0.0018653576074475556
360,Epithelium_and_Vascular,VEGFA,2.0343687534332275,0.0018766679629608827
361,Immune,IGKC,4.650548458099365,0.0018811059045858126
362,Epithelium_and_Vascular,CCDC74A,2.7434356212615967,0.0018938614619468293
363,Immune,SERPING1,2.7597615718841553,0.001917253103670125
364,Epithelium_and_Vascular,SELENBP1,-1.7932348251342773,0.0019421591280704873
365,Epithelium_and_Vascular,S100A2,-3.6860077381134033,0.0019510893282692174
366,Immune,CERCAM,-1.8281911611557007,0.0019726652076644687
367,Immune,VWF,3.18701434135437,0.001975498313233257
368,Epithelium_and_Vascular,STARD10,-1.6145588159561157,0.001978031817037353
369,Epithelium_and_Vascular,TIMP3,-3.4653067588806152,0.001980228321518743
370,Epithelium_and_Vascular,KRT18,1.6316046714782715,0.0019887163907899934
371,Immune,ACSM2B,-2.411479949951172,0.0020103585706331395
372,Epithelium_and_Vascular,FRS2,-2.159053087234497,0.002013330583315487
373,Epithelium_and_Vascular,EGLN3,3.58250093460083,0.002013958740236107
374,Epithelium_and_Vascular,PCK1,-2.5850179195404053,0.0020190272053833
375,Immune,PGF,2.158761501312256,0.0020411311697456948
377,Epithelium_and_Vascular,PDHA1,-1.5110594034194946,0.0020549180710634266
378,Epithelium_and_Vascular,HLA-DRB1,-1.3843106031417847,0.0020574046240330033
380,Epithelium_and_Vascular,SLC25A33,-2.675468921661377,0.002082864253196228
381,Immune,SLC13A1,-5.011685848236084,0.002110910528736038
382,Epithelium_and_Vascular,NUSAP1,4.170496940612793,0.0021210385442422194
383,Epithelium_and_Vascular,TMCC1,2.47651743888855,0.0021503760172638395
384,Epithelium_and_Vascular,GGT6,-4.009919166564941,0.0021672359399989806
385,Epithelium_and_Vascular,HES1,-2.821941614151001,0.0021682188474159074
386,Immune,AGXT2,-4.146702289581299,0.0021780432998665714
387,Epithelium_and_Vascular,TMEM92,3.963071346282959,0.0021952563213075756
388,Epithelium_and_Vascular,USP2,-3.4418702125549316,0.002204984019087605
389,Immune,KCNJ15,-2.5429985523223877,0.002210917763094415
390,Epithelium_and_Vascular,RP11-807H17.1,3.925557851791382,0.0022267159779362712
391,Immune,DCXR,-1.0536240339279175,0.0022460119684962376
392,Immune,KL,-3.538147211074829,0.0022491657725919848
393,Immune,ASPH,0.8921073079109192,0.0022575645062512086
394,Epithelium_and_Vascular,SUCLA2,-1.47892427444458,0.002259618610328937
395,Epithelium_and_Vascular,SCARB1,3.646700382232666,0.002270896267823128
396,Immune,AP000769.1,1.141358494758606,0.0023078798132960348
397,Epithelium_and_Vascular,CCDC34,1.3801692724227905,0.0023082183512929716
398,Immune,MAP3K7CL,1.4662188291549683,0.002314883103571302
399,Epithelium_and_Vascular,SLC22A6,-4.767245769500732,0.002326544182965139
400,Immune,IFITM2,-0.8076445460319519,0.0023528127798394857
401,Epithelium_and_Vascular,PRKCDBP,1.03622305393219,0.0023840129685990512
402,Epithelium_and_Vascular,ACTN1,1.6326223611831665,0.0024181709294544777
