,contrast,name,logFC,pval
86,True,FAM35A,-29.934600830078125,0.0006854642550414508
87,True,CCDC112,-29.56238555908203,0.0006879288916651061
88,True,SPIN1,-29.568767547607422,0.0006942600851145976
89,False,DBR1,29.52389907836914,0.0007154004035324779
90,True,TWF1,-29.852380752563477,0.0007222501013579794
91,True,ACOT2,-29.03858757019043,0.000723109886246065
92,True,SPATA33,-29.89152717590332,0.0007265042844987079
93,True,CCL4L2,-30.077289581298828,0.0007326650792040965
94,True,GHDC,-30.012956619262695,0.000732774383700893
95,False,ABHD5,-30.137928009033203,0.00074133613091951
96,True,PTRH2,-29.15961265563965,0.0007427320741276215
97,True,TAGLN,-33.9123420715332,0.0007428437734862912
98,True,TMEM234,-29.718486785888672,0.0007537517105827521
99,True,PPP1R14A,-31.264551162719727,0.0007714985196268732
100,True,MAGED1,-29.237443923950195,0.0007748292653501787
101,True,BLOC1S5,1.8699496984481812,0.0007853472313993382
102,True,MAP1LC3B2,-29.32988929748535,0.000799426284804206
103,True,PDGFRB,-31.744338989257812,0.0008000535231466077
104,True,IFIT3,-30.782917022705078,0.0008383943991995542
105,False,C5orf30,-29.330921173095703,0.0008443489641304485
106,False,MECR,-29.75889015197754,0.0008488345716093309
107,True,C9orf116,2.03593111038208,0.0008762721151819063
108,True,NRBF2,-29.61517333984375,0.0008813824628156124
109,True,NEBL,-29.422042846679688,0.0008952983935468568
110,True,SERPINF1,-30.50063133239746,0.0008968271341585724
111,True,HADH,-30.24403953552246,0.0009392975970831294
112,True,ARG2,-29.01751708984375,0.0009426804816659142
113,True,FILIP1L,-30.978723526000977,0.0009567250585086247
114,True,WIPI1,-30.163959503173828,0.0009958851685465246
115,True,PSMG1,-30.075376510620117,0.0010259071396493424
116,True,HLA-DOA,-29.231361389160156,0.0010395907182836988
117,True,CPM,-31.949068069458008,0.0010454921155101243
118,True,GEMIN8,-29.718523025512695,0.0010519685169717594
119,True,RALA,-30.633054733276367,0.0010909615467081606
120,True,ASS1,5.632871150970459,0.0010982200140450312
121,True,RNMTL1,2.442389488220215,0.0011114233792279494
122,True,ERLIN1,-29.473533630371094,0.0011207712468465898
123,True,PAX2,-30.69149398803711,0.0011258461041291964
124,False,ADCK3,-29.473358154296875,0.0011338888713825117
125,True,LTC4S,-30.536287307739258,0.0011372917667690715
126,False,CLCN7,29.92426300048828,0.0011400588989628863
127,True,AUH,-29.608678817749023,0.0011444174272005438
128,True,AGPS,-29.759885787963867,0.0011510926221180093
129,True,PLEKHA3,-29.99321746826172,0.0011567921128278647
130,True,CLCN5,-28.790369033813477,0.001168042768140168
131,True,NME7,-30.37580108642578,0.0011755667947022793
132,True,YAE1D1,-29.33316993713379,0.001184155618188451
133,True,FXN,2.8045456409454346,0.0011925272308786667
134,True,SLC12A7,-29.08394432067871,0.0011967425267468725
135,False,TAF13,-29.903751373291016,0.0012613655270969867
136,True,ECHDC1,-30.790220260620117,0.0012924460963237231
137,True,TCEAL3,-30.449174880981445,0.0013273828185801696
138,False,CYB5D1,-29.590045928955078,0.0013437453088407858
139,True,C17orf58,2.084932565689087,0.0013469759400409878
140,True,FSCN1,-30.319000244140625,0.0013513935454747498
141,True,RNF186,-29.504159927368164,0.0013819078671847738
142,True,GMDS,-29.258026123046875,0.0014382806503369957
143,True,MAPKAPK3,-29.36642074584961,0.0014624276176938222
144,True,MAPK6,-29.68865203857422,0.001485509656249331
145,True,COL6A2,-31.258649826049805,0.001485714796616533
146,True,C8orf33,-30.421762466430664,0.0014904495492334437
147,True,MAP2K4,-28.541465759277344,0.001498700066572219
148,True,NUDT12,-29.24574089050293,0.0014995889902943793
149,True,LSR,2.232750415802002,0.001507033816659361
150,True,APEH,-29.047191619873047,0.0015073224677962193
151,False,GGT1,2.506826400756836,0.0015290817669785855
152,True,PTK2,-30.905689239501953,0.001550019973721447
153,True,EIF5AL1,-30.358074188232422,0.0015653608891700974
154,True,LINC01117,-29.510295867919922,0.0015741686935754236
155,True,TOM1L1,-30.341169357299805,0.0015928918645312005
156,True,STK3,-29.811433792114258,0.0015930618419147543
157,True,NAPRT,-30.412067413330078,0.0015976801843001081
158,True,ECI1,-29.43996810913086,0.0016240152879065163
159,True,THY1,-31.861509323120117,0.0016300209332778214
160,True,TMEM199,-29.5128116607666,0.001652769018377699
161,True,SH3BP2,-30.666051864624023,0.001711182507369822
162,False,CARNMT1,-29.728696823120117,0.0017196738420674935
163,False,DGCR6,29.604270935058594,0.0017429779801611523
164,True,TRAK1,-29.348281860351562,0.00175618676360561
165,True,EPB41L4A,-30.014965057373047,0.0017788200017487673
166,False,SPA17,30.149242401123047,0.0018061590209187764
167,False,ZNF761,-29.596515655517578,0.0018099811707844122
168,True,PIFO,-29.606088638305664,0.001816616701795558
169,True,ELMOD2,-29.252166748046875,0.0018495800045456887
170,True,HOXD-AS2,-29.54657745361328,0.0018567655943738078
171,True,FKBP9,-30.299348831176758,0.0018674570694760628
172,True,MYL5,-29.29802894592285,0.0018755819352522724
173,True,KIFC3,-30.043058395385742,0.0018757038437707827
174,True,RP11-983P16.4,-29.039026260375977,0.0019019197034929535
175,True,ZNF771,-29.729673385620117,0.0019336655706338514
176,False,TMEM53,30.151155471801758,0.001942757992846094
177,True,PCYT2,-29.005022048950195,0.0019468428605113484
178,True,SYNC,-30.315814971923828,0.0019627830811076007
179,True,CSTA,-30.107982635498047,0.001976094454107572
180,True,PACSIN2,-30.59882354736328,0.001999850267109169
181,True,MAP1B,-31.60623550415039,0.0020070447857542233
182,True,SLC6A8,-29.960342407226562,0.0020418632237384146
183,True,LY96,-29.757190704345703,0.0020452209959386
184,True,TRIB3,-30.26273536682129,0.0020598206198701734
185,True,NDUFA8,1.328637957572937,0.0020783278345536406
186,True,ZNF395,-30.69448471069336,0.0021210973838734055
187,False,AMT,-30.212228775024414,0.0021302368293684287
188,True,PDLIM7,-30.221784591674805,0.0021645642583653264
189,True,PNMA1,-29.531625747680664,0.0021677533450350475
190,True,MBOAT7,-29.60503387451172,0.0021758811821660333
191,False,ZBED3,29.95878028869629,0.0021893995629096103
192,False,UBTD2,-29.12862205505371,0.0021926258545489105
193,True,CC2D2A,-29.66590690612793,0.002236483493627301
194,True,ARHGEF17,-29.828588485717773,0.0022560002150246133
195,True,IFI30,-29.33993911743164,0.0022789256449888265
196,True,APIP,-30.144420623779297,0.0022869925679712606
197,False,RP11-620J15.3,30.053842544555664,0.0023075658803200258
198,False,ATPAF2,29.664714813232422,0.0023457538580613506
199,True,PEX3,-28.963985443115234,0.002358686486087788
200,True,PPP1R3B,-30.243885040283203,0.002358756226649188
201,True,FAM8A1,-29.009878158569336,0.002359852648402788
202,True,C6orf223,-29.18313217163086,0.0024206034751965305
203,True,YKT6,-29.139135360717773,0.002422551829434632
204,True,GADD45G,-28.809463500976562,0.00243479090366819
205,True,AXL,-30.817489624023438,0.0024868643589026685
206,True,RP11-977G19.11,-28.846023559570312,0.00249161491718756
207,True,MAP9,-29.333703994750977,0.002517028196867444
208,False,HDAC6,0.9936667680740356,0.002529078875728689
209,True,STRADB,-30.015140533447266,0.0025313691525297296
210,True,GPR137B,-29.60895538330078,0.002581946912682444
211,False,PRMT5,-29.600502014160156,0.0026504976251596826
212,True,IDH1,-29.063146591186523,0.00265858438627359
213,True,SCYL1,-29.655569076538086,0.00266000544083976
214,True,CLMN,-30.211271286010742,0.0026602321111432394
215,False,JMJD8,-29.260955810546875,0.002671686977472838
216,True,ICAM1,-30.080856323242188,0.0027844679949697716
217,True,MYC,-30.89169692993164,0.0027980955460661485
218,False,PRMT6,-29.636491775512695,0.0028781890945298186
219,True,ARHGEF10,-30.07615089416504,0.0029172751871216597
220,True,TGFB1I1,-30.630884170532227,0.0029252297573726816
221,True,LAMC1,-30.86894416809082,0.002929025939118115
222,True,DHX30,-29.64493179321289,0.0029384052692292594
223,True,RP11-442H21.2,-29.58128547668457,0.0029544328503147777
224,True,CDCA7L,-29.6773738861084,0.002976508165488263
225,False,ZNF467,30.23040199279785,0.0029828689908702557
226,True,WDR12,-28.657190322875977,0.0029933430331640235
227,True,SCD,-29.92144012451172,0.0029997520598644455
228,True,ATP5SL,-29.718050003051758,0.0030528575412957022
229,False,SEPT4,-29.515762329101562,0.0030722728368165054
230,True,APPL2,-29.30628204345703,0.0030828016226305613
231,True,PRPF4,-29.232336044311523,0.0030982137488726963
232,True,SCARB1,-30.292306900024414,0.0030996231109878744
233,True,RHOBTB3,-29.29225730895996,0.003110600380734125
234,True,CCDC106,-29.706127166748047,0.0031455296699573632
235,False,HOXD-AS2,-29.2707462310791,0.003150135324292644
236,True,MME,-29.1298770904541,0.003186554414250999
237,False,PRPF4,-29.169586181640625,0.003195702086622117
238,True,GNL3L,-28.90871238708496,0.0031977500425755087
239,True,DNAJC11,-28.43112564086914,0.0032432078372445455
240,True,PSMD10,-29.77019691467285,0.003245070539925962
241,True,FBXO6,1.85262131690979,0.003258831367273131
242,True,UBAC1,1.8248155117034912,0.0032707446532423447
243,True,DTYMK,-29.36404800415039,0.0032840754500836574
244,True,THTPA,-28.690433502197266,0.0032962554147719036
245,True,PITPNB,-30.563203811645508,0.003310314174026123
246,True,RASAL2,-30.3902645111084,0.003317223447259747
247,True,MIS18A,-28.81104850769043,0.00332424468606258
248,True,RAB38,2.6703057289123535,0.003328620899979493
249,True,SPATA7,-28.495943069458008,0.0033676773614369953
250,True,TACC2,-29.462873458862305,0.003410701488472549
251,True,EPHA2,-28.39668846130371,0.0034248353988557646
252,True,SNX10,1.7674813270568848,0.003438569568277314
253,True,FAM92A1,1.776578426361084,0.003441652973174064
254,True,MCEE,-29.734254837036133,0.0034752028513485877
255,True,ENOSF1,-30.593685150146484,0.0034764872865760943
256,False,PM20D2,-29.36585235595703,0.003484471462653011
257,True,SETD7,-29.38874053955078,0.0035025513379698006
258,False,FRS2,-29.472564697265625,0.0035177933165918885
259,True,PLK2,-31.04802894592285,0.0035307276111613013
260,True,GDAP1,-27.487485885620117,0.003533406724446531
261,False,MCM7,-28.86018180847168,0.003588567851101384
262,True,HSD3B7,-31.001300811767578,0.003590964223400041
263,True,TPPP3,-30.768611907958984,0.0036260537160474806
264,True,TPMT,1.6673096418380737,0.003648004870575438
265,True,POLD3,-28.62912940979004,0.00366881215627955
266,True,SPATA6,-29.291656494140625,0.0036920608155945446
267,True,HOXC9,-30.0560359954834,0.0037018452271232703
268,True,ATP6V0A1,-29.661623001098633,0.0037100555520795686
269,True,NPL,-29.07131576538086,0.0037183337830328385
270,True,MUT,-29.503360748291016,0.0037224111707407697
271,False,LINC01117,-27.64318084716797,0.003733306895762055
272,False,GSTT2B,-29.09543800354004,0.0037427285930663012
273,False,ASB13,29.559946060180664,0.003776175929052033
274,False,MAP1LC3B2,-29.950286865234375,0.0037881534947604104
275,True,REPS2,-29.360912322998047,0.003853163873937552
276,True,SLC16A12,-30.367692947387695,0.0038605905883147334
277,True,RCN3,-29.025175094604492,0.0038617357866471435
278,False,SLX1A,-28.52013397216797,0.0038772670532514876
279,True,STAMBP,1.8294790983200073,0.003919730534307741
280,True,RP11-140K17.3,-29.25113296508789,0.003927052832789312
281,True,AIFM1,1.8259449005126953,0.003953225330109959
282,True,KCTD10,-28.94890594482422,0.003953687990162215
283,True,C14orf142,1.8237462043762207,0.003959858734322915
284,True,CALU,-30.895292282104492,0.003963615098213324
285,True,HES4,-30.75890350341797,0.003998882398244559
286,True,COL1A2,-31.257646560668945,0.004017209494414869
287,True,RNF8,-29.691648483276367,0.004036637288106054
288,True,RP4-605O3.4,-28.89985466003418,0.004155661820771355
289,False,CIART,1.9229000806808472,0.004182754156125609
290,True,GSTZ1,-28.87100601196289,0.00421448017170739
291,False,ANXA3,30.648895263671875,0.004229875134518761
292,True,VCPIP1,-28.60077667236328,0.004240537643734609
293,False,LIMK2,-29.720291137695312,0.004240804189847076
294,True,LRIF1,-28.836721420288086,0.004268980206472446
295,True,PRMT5,-29.664539337158203,0.004275850352765976
296,True,STX3,-29.21327018737793,0.004297260560349318
297,True,AARS,-29.286808013916016,0.004298901483993887
298,True,RP4-665J23.1,1.6758846044540405,0.004326566444181582
299,True,KLF10,-30.445756912231445,0.004328987169386635
300,True,DUSP3,-29.496932983398438,0.004337568078569509
301,True,C4orf47,2.770585298538208,0.004353330349610772
302,True,HDAC6,-29.526554107666016,0.0043645885090796525
303,True,CAMK2D,-29.419784545898438,0.004370643765866975
304,False,WNK3,-29.53563690185547,0.004386241291051745
305,True,TTC8,-27.9038028717041,0.004417864351279782
306,True,MAGIX,-29.387325286865234,0.004422050621565688
307,True,EHHADH,-28.98923110961914,0.004426258470274945
308,True,TP53INP2,-28.913063049316406,0.004444845613693772
309,True,APOO,-29.194747924804688,0.0044528347055395184
310,False,RCN3,-28.923105239868164,0.00445605544189945
311,True,PMAIP1,-29.78894805908203,0.004457387600462298
312,True,ACBD3,-30.182947158813477,0.004478342566122464
313,False,ARG2,-30.325407028198242,0.0044848924157562834
314,True,NNT-AS1,-29.559974670410156,0.004485506312329791
315,False,TEAD2,-30.01128578186035,0.00448748727577348
316,True,ACADL,-29.163766860961914,0.0044912216530602084
317,True,RMND5B,-29.11992645263672,0.004520392591086451
318,True,TEAD4,-28.552507400512695,0.004534692238815262
319,False,ACSF2,-29.5443172454834,0.004541943426990212
320,True,OGG1,-29.16038703918457,0.004547480890470381
321,True,PCCA,-29.286396026611328,0.004583730981633632
322,True,CDC42EP1,-29.941925048828125,0.00459997884943384
323,False,PKIB,-28.915008544921875,0.004608244763212255
324,False,GNPTG,-1.6818093061447144,0.0046273781211731
325,True,NUSAP1,-29.83564567565918,0.004653926089069665
326,True,CHTF8,-29.420595169067383,0.004723865714355224
327,True,BNC2,-29.58258628845215,0.004735407796785137
328,True,FES,-28.835622787475586,0.004742858332097378
329,True,YTHDF3,-28.75489616394043,0.004753945089229664
330,True,SEC24A,-28.241832733154297,0.00477563831189649
331,True,NSDHL,-28.66860008239746,0.004783212173498247
332,True,CLUAP1,-29.939693450927734,0.0048075456479367545
333,True,SERTAD4-AS1,-29.929580688476562,0.004822909823760917
334,False,FAM118B,-28.96102523803711,0.004846469103915698
335,True,C9orf64,-29.056333541870117,0.0048710237281408275
336,True,RBM41,-29.708608627319336,0.004874280220866804
337,False,PRMT7,-29.212574005126953,0.0048786986244697406
338,True,FAM234A,-29.804763793945312,0.004893800888388034
339,False,TRIM25,-29.04880714416504,0.004898175471983288
340,True,RP11-467L13.7,-28.497480392456055,0.004903185751507315
341,True,CPEB2,-28.363258361816406,0.004911090141371909
342,True,SLX1A,-29.2147216796875,0.004920534467325831
343,True,NAA60,-29.60406494140625,0.004937720116333502
344,True,ABHD5,-28.133926391601562,0.004946382258657739
345,True,RARS2,-29.57944107055664,0.004997688376745954
346,False,WFS1,-28.92229461669922,0.004999671600350109
347,True,LINC01272,-29.65455436706543,0.005000258364430301
348,True,PRKAB1,-29.4118595123291,0.0050115964469612155
349,False,PTP4A3,-29.819425582885742,0.005038281883720769
350,True,JMJD8,-29.311893463134766,0.005070822382311683
351,False,GPD1,30.83799171447754,0.0050989548074070485
352,True,SLC22A5,-29.492084503173828,0.005104520013996071
353,True,SH2D3A,-29.52791976928711,0.0051231238220935385
354,True,C16orf62,-29.820913314819336,0.005125631634942734
355,True,MYO6,-30.962810516357422,0.005125838231020501
356,True,CDC34,-28.496654510498047,0.005146440660468693
357,True,NEXN,-30.141023635864258,0.005189921688527046
358,True,HDHD3,-29.52010154724121,0.005216224013443628
359,True,CEP57L1,-28.320188522338867,0.0052238455173924435
360,True,SYNPO,-29.580928802490234,0.005225349128160481
361,True,DVL3,-28.745393753051758,0.005242822633900177
362,True,PCGF1,-29.23341941833496,0.005244440724178418
363,False,MAPRE3,30.57692527770996,0.005257393820171516
364,True,AIMP2,-29.086864471435547,0.005260707210034343
365,True,NBEA,-27.89752960205078,0.00527279996697971
366,True,TBC1D7,-28.514328002929688,0.005274584652646373
367,True,ACP2,-29.094945907592773,0.005284045836465274
368,True,IMPAD1,-28.990917205810547,0.005310385682853747
369,True,C1orf54,-30.419504165649414,0.005318578709860487
370,True,PPFIBP2,-27.847204208374023,0.005334847968041918
371,True,TMCO3,-30.384401321411133,0.005351097294513346
372,True,DDI2,-28.595882415771484,0.00536773253677471
373,True,RP11-626P14.1,-29.318252563476562,0.005368828826077532
374,True,ENTPD3-AS1,-28.893844604492188,0.005372370889055835
375,True,HS1BP3,-29.417757034301758,0.005467824006295471
376,True,FZD1,-29.775075912475586,0.005491350992433558
377,True,SPX,-28.622617721557617,0.005494963628044378
378,True,ADAL,-28.72855567932129,0.0055202058925550015
379,True,SLC27A5,-29.25782585144043,0.005535097432127432
380,True,PHLDA2,-28.99311065673828,0.0055836521304613845
381,True,CLYBL,-29.72693634033203,0.005609013744122352
382,True,TUBB2A,-28.7495059967041,0.005613582123839751
383,True,LIMK2,-28.95477294921875,0.005624774518507488
384,True,C19orf48,-29.491369247436523,0.0056445165560071045
385,True,DNAH11,-30.38588523864746,0.005649354900392631
386,True,RP11-262H14.4,-28.938739776611328,0.005685638659119556
387,True,CDKL5,-28.403799057006836,0.005690016559617927
388,True,ULK1,-29.099300384521484,0.005694067793372926
389,True,PDLIM4,-28.32356834411621,0.0057279350773923945
390,False,ID3,-1.098439335823059,0.005734546290792432
391,True,FAM160B2,-28.84855842590332,0.005739168068447596
392,False,ZC3HC1,30.43682289123535,0.0057531310252935865
393,True,MPP5,-29.06277847290039,0.005765196781646721
394,True,TRAPPC2L,1.1801114082336426,0.005792803420827738
395,True,KLHL42,-28.87603187561035,0.005832582661821533
396,True,WRB,1.3145952224731445,0.0058378356913608405
397,True,SLC35A5,-29.227575302124023,0.0058602874714524765
398,True,CTA-243E7.1,-29.58735466003418,0.00588969978182378
399,False,CCDC112,-28.67017364501953,0.00589030144276126
400,False,NOVA1,0.7368822693824768,0.005901400841521243
401,True,FGGY,-30.394451141357422,0.005904056328889946
402,False,FUT1,-29.230676651000977,0.005928757397155319
403,True,PNO1,-29.467853546142578,0.0059387297922988596
404,True,ACOX1,-28.216079711914062,0.005941498385980717
405,True,ZNF320,-29.826955795288086,0.005943574278435848
406,True,RASD1,-31.18208885192871,0.00594762099502685
407,True,CCDC151,-29.952430725097656,0.005949056777774976
408,True,ME3,-29.4387264251709,0.005955719926148588
409,True,GGT5,-29.735124588012695,0.006016849078611212
410,False,SHISA3,29.739967346191406,0.00603287086920031
411,True,SCRN3,-28.25718116760254,0.006032984002084417
412,True,MCM7,-29.686059951782227,0.006065543937547592
413,True,LAMA4,-30.382965087890625,0.006097498355282799
414,True,SLC29A1,-29.309036254882812,0.006114779459986848
415,True,RANGAP1,-28.6667537689209,0.006146666858941922
416,True,URGCP,-28.89922523498535,0.0061538873808863566
417,True,MAP7,-29.04460334777832,0.006174415024912964
418,False,MYH10,-30.05214500427246,0.006185044383464922
419,True,FRS2,-27.75967025756836,0.006209240815675486
420,True,B3GNT5,-29.265636444091797,0.006214776964897281
421,True,C21orf62,-27.688735961914062,0.0062541892640416135
422,True,TMEM54,-29.07733917236328,0.006278277422613751
423,False,APPL2,-29.53886604309082,0.006292051635462257
424,True,SMCR5,-29.071025848388672,0.006339916011414943
425,True,TRAF4,-28.245145797729492,0.006379015383850107
426,True,P3H4,-29.31254005432129,0.006380706086256542
427,True,DRAM1,-29.129032135009766,0.006398013077565401
428,False,MARCKSL1,-1.22052001953125,0.006408293498779437
429,False,SOX6,-29.558544158935547,0.0064341551851765915
430,True,KCNE4,-30.40943717956543,0.006439971499029726
431,False,RP11-442H21.2,-28.299983978271484,0.006474756873676589
432,True,BARX2,-29.567428588867188,0.006477554850836535
433,True,DSG2,-28.898235321044922,0.006494026231327792
434,True,CERCAM,-28.863235473632812,0.00649707951966165
435,True,ZNF358,-28.544525146484375,0.006510817181272148
436,True,TTC38,-29.433195114135742,0.0065304195760946
437,True,YAP1,-28.611440658569336,0.006535390756937652
438,True,PTPRF,-29.74266815185547,0.0065441497014988035
439,True,DYRK4,1.5035254955291748,0.006563227688356689
440,True,LZTFL1,-29.018156051635742,0.006579082005023263
441,False,TOE1,-28.54082679748535,0.006589002759412549
442,False,DVL3,-29.268766403198242,0.006598741178905808
443,True,NETO2,-29.545629501342773,0.006620404442626698
444,True,GPX8,-29.785388946533203,0.006648399305947881
445,True,ACAD8,-28.48134994506836,0.006667392359558536
446,True,MYH10,-28.89705467224121,0.006694844096871613
447,False,HES4,-30.363365173339844,0.006738380788572386
448,True,APBB2,-29.57063102722168,0.006755206965960791
449,False,MXD1,-29.21807289123535,0.006771132496293114
450,True,CARNMT1,-28.8453369140625,0.006771616934563971
451,True,ANKRD50,-28.602947235107422,0.006874760117049364
452,False,NUDT7,-29.987146377563477,0.0069123964930046635
453,False,DSG2,-29.065372467041016,0.0069389526879277425
454,True,DCUN1D3,-28.549274444580078,0.007030139675194428
455,True,MYO1D,-28.702735900878906,0.00705407026652347
456,True,FRZB,-31.41520118713379,0.007064244246775387
457,True,WLS,-28.799047470092773,0.007075920292040051
458,True,UHRF1BP1L,-27.86622428894043,0.007100657951509054
459,False,CLMN,-30.11366844177246,0.007128504139249164
460,True,GULP1,-29.359045028686523,0.0071285146601411725
461,True,TGFA,-29.20450782775879,0.007149961669740777
462,True,PQLC1,-27.89138412475586,0.007154192594363106
463,False,CAPN3,30.389141082763672,0.007222690374702337
464,True,RMDN1,1.5829132795333862,0.007267862943402218
465,True,TCF4,-31.608230590820312,0.007276662533294401
466,False,CDC34,-29.045202255249023,0.007318434991032449
467,True,MRPS9,1.9839630126953125,0.007334886069312217
468,True,KANK1,31.23926544189453,0.0073579203703013985
469,True,RP11-296I10.3,31.23926544189453,0.0073579203703013985
470,True,FAM149A,31.23926544189453,0.0073579203703013985
471,True,SMPDL3B,31.23926544189453,0.0073579203703013985
472,True,TRMT6,31.23926544189453,0.0073579203703013985
473,True,ITIH5,-29.9910831451416,0.007369935757947747
474,True,LRRC40,-28.742082595825195,0.007524626797079871
475,True,COPG1,1.431853175163269,0.00754530450051684
476,True,PRADC1,-28.745811462402344,0.0075457102891246415
477,True,LURAP1L,-29.63089942932129,0.00756400645539431
478,True,RAB11B-AS1,-28.374313354492188,0.007597183965268065
479,True,NSF,-28.425752639770508,0.007606074632647177
480,False,LIN7C,-0.9286041259765625,0.007662111259714973
481,True,DKK3,-31.076229095458984,0.007678783172357703
482,True,CSF2RA,-29.258159637451172,0.0076828640846858115
483,True,RP11-96H19.1,-27.94121742248535,0.007688683142953781
484,True,TFB2M,-28.181983947753906,0.0077225921339637415
485,False,RP11-983P16.4,-28.761884689331055,0.007723679293677537
486,True,SBSPON,-29.750179290771484,0.007725979351688494
487,True,TM9SF4,-29.339012145996094,0.007762977789405891
488,True,NT5E,-28.161197662353516,0.007786376061817536
